Topic,Word,POS,Transcription,,,,,
صفت‌های حسی,مجاور,ADJECTIVE,medʒɒːvr,,,,,
صفت‌های حسی,گرم,ADJECTIVE,ɡærm,,,,,
صفت‌های حسی,سرد,ADJECTIVE,sered,,,,,
صفت‌های حسی,سبک,ADJECTIVE,sebek,,,,,
صفت‌های حسی,سنگین,ADJECTIVE,seneɡiːn,,,,,
صفت‌های حسی,نرم,ADJECTIVE,nerem,,,,, 
صفت‌های حسی,سفت,ADJECTIVE,sefet,,,,,
صفت‌های حسی,سخت,ADJECTIVE,sexet,,,,,
صفت‌های حسی,نرم,ADJECTIVE,nerem,,,,,
صفت‌های حسی,خنک,ADJECTIVE,xenek,,,,,
صفت‌های حسی,خوشمزه,ADJECTIVE,xuːʃemezee,,,,,
صفت‌های حسی,وحشتناک,ADJECTIVE,uːheʃetenɒːk,,,,,
صفت‌های حسی,شیرین,ADJECTIVE,ʃiːriːn,,,,,
صفت‌های حسی,تند,ADJECTIVE,tened,,,,,
صفت‌های حسی,شور,ADJECTIVE,ʃuːr,,,,,
صفت‌های حسی,تلخ,ADJECTIVE,telex,,,,,
صفت‌های حسی,قبلی,ADJECTIVE,qebeliː,,,,,
صفت‌های حسی,بعدی,ADJECTIVE,beediː,,,,,
صفت‌های حسی,بعدی,ADJECTIVE,beediː,,,,,
صفت‌های حسی,نزدیک,ADJECTIVE,nezediːk,,,,,
صفت‌های حسی,دور,ADJECTIVE,dowr,,,,,
صفت‌های حسی,کنار,ADJECTIVE,kenær,,,,,
صفت‌های حسی,متصل,ADJECTIVE,metesel,,,,,
صفت‌های حسی,جدا,ADJECTIVE,dʒedɒː,,,,,
صفت‌های حسی,دور,ADJECTIVE,dowr,,,,,
صفت‌های حسی,محکم,ADJECTIVE,mehekem,,,,,
صفت‌های ملکی,من,ADJECTIVE,men,,,,,
صفت‌های ملکی,تو,ADJECTIVE,tuː,,,,,
صفت‌های ملکی,او,ADJECTIVE,æv,,,,,
صفت‌های ملکی, ما,ADJECTIVE,mɒː,,,,,
صفت‌های ملکی,شما,ADJECTIVE,ʃemɒː,,,,,
صفت‌های ملکی,آنها,ADJECTIVE,ɒːnehɒː,,,,,
صفت‌های ترتیبی,اول,ADJECTIVE,ævl,,,,,
صفت‌های ترتیبی,دوم,ADJECTIVE,duːm,,,,,
صفت‌های ترتیبی,سوم,ADJECTIVE,suːm,,,,,
صفت‌های ترتیبی,چهارم,ADJECTIVE,tʃehɒːrem,,,,,
صفت‌های ترتیبی,پنجم,ADJECTIVE,penedʒem,,,,,
صفت‌های ترتیبی,ششم,ADJECTIVE,ʃeʃem,,,,,
صفت‌های ترتیبی,هفتم,ADJECTIVE,hfetem,,,,,
صفت‌های ترتیبی,هشتم,ADJECTIVE,hʃetem,,,,,
صفت‌های ترتیبی,نهم,ADJECTIVE,nehm,,,,,
صفت‌های ترتیبی,دهم,ADJECTIVE,dehm,,,,,
صفت‌های ترتیبی,بیستم,ADJECTIVE,biːsetem,,,,,
صفت‌های ترتیبی,صدم,ADJECTIVE,sedem,,,,,
صفت‌های ترتیبی, آخرین,ADJECTIVE,ɒːxeriːn,,,,,
صفت‌های احساسات و حس‌ها,بی‌حوصله,ADJECTIVE,bj huːselee,,,,,
صفت‌های احساسات و حس‌ها,خوشحال,ADJECTIVE,xuːʃehɒːl,,,,,
صفت‌های احساسات و حس‌ها,غمگین,ADJECTIVE,ɣemeɡiːn,,,,,
صفت‌های احساسات و حس‌ها,تنها,ADJECTIVE,tenehɒː,,,,,
صفت‌های احساسات و حس‌ها,راضی,ADJECTIVE,rɒːziː,,,,,
صفت‌های احساسات و حس‌ها,آرام,ADJECTIVE,ɒːrɒːm,,,,,
صفت‌های احساسات و حس‌ها,عصبانی,ADJECTIVE,esebɒːniː,,,,,
صفت‌های احساسات و حس‌ها,آرام,ADJECTIVE,ɒːrɒːm,,,,,
صفت‌های احساسات و حس‌ها,آشفته,ADJECTIVE,ɒːʃefetee,,,,,
صفت‌های احساسات و حس‌ها,مضطرب,ADJECTIVE,mezetereb,,,,,
صفت‌های احساسات و حس‌ها,علاقه‌مند,ADJECTIVE,elɒːqeh mened,,,,,
صفت‌های احساسات و حس‌ها,خسته,ADJECTIVE,xesetee,,,,,
صفت‌های احساسات و حس‌ها, خوشنود,ADJECTIVE,xuːʃenuːd,,,,,
صفت‌های احساسات و حس‌ها,متعجب,ADJECTIVE,meteedʒeb,,,,,
صفت‌های احساسات و حس‌ها,ترسیده,ADJECTIVE,teresiːdee,,,,,
صفت‌های احساسات و حس‌ها,دردناک,ADJECTIVE,deredenɒːk,,,,,
صفت‌های احساسات و حس‌ها,بدبو,ADJECTIVE,bedebuː,,,,,
صفت‌های شکل و اندازه,نازک,ADJECTIVE,nɒːzek,,,,,
صفت‌های شکل و اندازه,بزرگ,ADJECTIVE,bezereɡ,,,,,
صفت‌های شکل و اندازه,کوچک,ADJECTIVE,kuːtʃek,,,,,
صفت‌های شکل و اندازه,وسیع,ADJECTIVE,uːsiː,,,,,
صفت‌های شکل و اندازه,باریک,ADJECTIVE,bɒːriːk,,,,,
صفت‌های شکل و اندازه,فشرده,ADJECTIVE,feʃeredee,,,,,
صفت‌های شکل و اندازه,لاغر,ADJECTIVE,lɒːɣer,,,,,
صفت‌های شکل و اندازه,ضخیم,ADJECTIVE,zexiːm,,,,,
صفت‌های کیفیت,خوب,ADJECTIVE,xuːb,,,,,
صفت‌های کیفیت,بد,ADJECTIVE,bed,,,,,
صفت‌های کیفیت,برتر,ADJECTIVE,bereter,,,,,
صفت‌های کیفیت,مرکزی,ADJECTIVE,merekeziː,,,,,
صفت‌های کیفیت,جانبی,ADJECTIVE,dʒɒːnebiː,, ,,,
صفت‌های کیفیت,جلویی,ADJECTIVE,dʒeluːjiː,,,,,
صفت‌های کیفیت, معین,ADJECTIVE,meiːn,,,,,
صفت‌های کیفیت,جعلی,ADJECTIVE,dʒeeliː,,,,,
صفت‌های کیفیت,واقعی,ADJECTIVE,uːɒːqeiː,,,,,
صفت‌های کیفیت,نادرست,ADJECTIVE,nɒːdereset,,,,,
صفت‌های کیفیت,بزرگ‌تر,ADJECTIVE,bezereɡ ter,,,,,
صفت‌های کیفیت,کوچک‌تر,ADJECTIVE,kuːtʃek ter,,,,,
صفت‌های کیفیت,مهم,ADJECTIVE,mehm,,,,,
صفت‌های کیفیت,ضروری,ADJECTIVE,zeruːriː,,,,,
صفت‌های کیفیت,مطلق,ADJECTIVE,meteleq,,,,,
صفت‌های کیفیت,نسبی,ADJECTIVE,nesebiː,,,,,
صفت‌های کیفیت,گران,ADJECTIVE,ɡerɒːn,,,,,
صفت‌های کیفیت,ارزان,ADJECTIVE,ærezɒːn,,,,,
صفت‌های کیفیت,پیر,ADJECTIVE,piːr,,,,,
صفت‌های کیفیت,قدیمی,ADJECTIVE,qediːmiː,,,,,
صفت‌های کیفیت,جوان,ADJECTIVE,dʒuːɒːn,,,,,
صفت‌های کیفیت,جدید,ADJECTIVE,dʒediːd,,,,,
صفت‌های کیفیت,هر,ADJECTIVE,hr,,,,,
صفت‌های کیفیت,کنونی,ADJECTIVE,kenuːniː,,,,,
صفت‌های کیفیت,مشخص,ADJECTIVE,meʃexes,,,,,
صفت‌های کیفیت,فعلی ,ADJECTIVE,feeliː,,,,,
صفت‌های کیفیت, جدید,ADJECTIVE,dʒediːd,,,,,
صفت‌های کیفیت,اخیر,ADJECTIVE,æxiːr,,,,,
صفت‌های کیفیت,توانمند,ADJECTIVE,tuːɒːnemened,,,,,
صفت‌های کیفیت,قادر,ADJECTIVE,qɒːder,,,,,
صفت‌های کیفیت,آسان,ADJECTIVE,ɒːsɒːn,,,,,
صفت‌های کیفیت,دشوار,ADJECTIVE,deʃuːɒːr,,,,,
صفت‌های کیفیت,ممکن,ADJECTIVE,memeken,,,,,
صفت‌های کیفیت,غیرممکن,ADJECTIVE,ɣiːrememeken,,,,,
صفت‌های کیفیت,محتمل,ADJECTIVE,mehetemel,,,,,
صفت‌های کیفیت,سخت‌گیر,ADJECTIVE,sexet ɡiːr,,,,,
صفت‌های کیفیت,جدی,ADJECTIVE,dʒediː,,,,,
صفت‌های کیفیت,عمومی,ADJECTIVE,emuːmiː,,,,,
صفت‌های کیفیت,خاص,ADJECTIVE,xɒːs,,,,,
صفت‌های کیفیت,رایج ,ADJECTIVE,rɒːiːdʒ,,,,,
صفت‌های کیفیت,ویژه,ADJECTIVE,uːiːʒee,,,,,
صفت‌های کیفیت,معمول,ADJECTIVE,meemuːl,,,,,
صفت‌های کیفیت,تنها,ADJECTIVE,tenehɒː,,,,,
صفت‌های کیفیت,نادر,ADJECTIVE,nɒːder,,,,,
صفت‌های کیفیت,قوی,ADJECTIVE,quːiː,,,,,
صفت‌های کیفیت,ضعیف,ADJECTIVE,zeiːf,,,,,
صفت‌های کیفیت,درست,ADJECTIVE,dereset,,,,,
صفت‌های کیفیت,نادرست,ADJECTIVE,nɒːdereset,,,,,
صفت‌های کیفیت,مخالف,ADJECTIVE,mexɒːlef,,,,,
صفت‌های کیفیت,برابر,ADJECTIVE,berɒːber,,,,,
صفت‌های کیفیت,متفاوت,ADJECTIVE,metefɒːvt,,,,,
صفت‌های کیفیت,مشابه,ADJECTIVE,meʃɒːbee,,,,,
صفت‌های کیفیت,دیگر,ADJECTIVE,diːɡer,,,,,
صفت‌های کیفیت,متنوع,ADJECTIVE,metenuː,,,,,
صفت‌های کیفیت,دستی,ADJECTIVE,desetiː,,,,,
صفت‌های کیفیت,خودکار,ADJECTIVE,xuːdekɒːr,,,,,
صفت‌های کیفیت,جهانی,ADJECTIVE,dʒehɒːniː,,,,,
صفت‌های کیفیت,جهانی,ADJECTIVE,dʒehɒːniː,,,,,
صفت‌های کیفیت,قاره‌ای,ADJECTIVE,qɒːreh ɒːiː,,,,,
صفت‌های کیفیت,بین‌المللی,ADJECTIVE,biːn ɒːlemeleliː,,,,,
صفت‌های کیفیت,ملی,ADJECTIVE,meliː,,,,,
صفت‌های کیفیت,محلی,ADJECTIVE,meheliː,,,,,
صفت‌های کیفیت,شهری,ADJECTIVE,ʃehriː,,,,,
صفت‌های کیفیت,روستایی,ADJECTIVE,ruːsetɒːjiː,,,,,
صفت‌های کیفیت,اجتماعی,ADJECTIVE,ædʒetemɒːiː,,,,,
صفت‌های کیفیت,فرهنگی,ADJECTIVE,ferehneɡiː,,,,,
صفت‌های کیفیت,هنری,ADJECTIVE,hneriː,,,,,
صفت‌های کیفیت,شخصی,ADJECTIVE,ʃexesiː,,,,,
صفت‌های کیفیت,عمومی,ADJECTIVE,emuːmiː,,,,,
صفت‌های کیفیت,خصوصی,ADJECTIVE,xesuːsiː,,,,,
صفت‌های کیفیت,صحیح,ADJECTIVE,sehiːh,,,,,
صفت‌های کیفیت,مشترک,ADJECTIVE,meʃeterek,,,,,
